sample,study,cohort,MGMT_mRNA
TCGA-IQ-A61G-01,HNSC,non-glioma,10.2488
TCGA-BA-5152-01,HNSC,non-glioma,9.9951
TCGA-CN-4727-01,HNSC,non-glioma,7.6308
TCGA-CN-4728-01,HNSC,non-glioma,9.7334
TCGA-CN-5356-01,HNSC,non-glioma,9.1802
TCGA-CN-6013-01,HNSC,non-glioma,9.874
TCGA-CQ-A4C9-01,HNSC,non-glioma,7.8018
TCGA-CV-7430-01,HNSC,non-glioma,8.7113
TCGA-CX-A4AQ-01,HNSC,non-glioma,11.335
TCGA-HD-A634-01,HNSC,non-glioma,11.046
TCGA-HD-A6I0-01,HNSC,non-glioma,12.0996
TCGA-QK-A6V9-01,HNSC,non-glioma,9.4647
TCGA-QK-A8Z9-01,HNSC,non-glioma,9.691
TCGA-TN-A7HI-01,HNSC,non-glioma,12.8562
TCGA-CN-5364-01,HNSC,non-glioma,10.4704
TCGA-CN-6017-01,HNSC,non-glioma,9.1257
TCGA-CR-7389-01,HNSC,non-glioma,7.9725
TCGA-CV-7247-01,HNSC,non-glioma,8.9063
TCGA-CV-7254-01,HNSC,non-glioma,9.3465
TCGA-CV-7429-01,HNSC,non-glioma,7.0297
TCGA-IQ-A6SH-01,HNSC,non-glioma,8.9727
TCGA-MT-A67D-01,HNSC,non-glioma,8.0688
TCGA-P3-A6T7-01,HNSC,non-glioma,9.8042
TCGA-BA-5555-01,HNSC,non-glioma,9.8216
TCGA-CR-7368-01,HNSC,non-glioma,8.2167
TCGA-CV-7091-01,HNSC,non-glioma,9.822
TCGA-F7-A61V-01,HNSC,non-glioma,9.6586
TCGA-H7-8501-01,HNSC,non-glioma,8.6344
TCGA-IQ-A61J-01,HNSC,non-glioma,7.366
TCGA-P3-A5Q5-01,HNSC,non-glioma,9.8992
TCGA-P3-A6T4-01,HNSC,non-glioma,10.1692
TCGA-P3-A6T8-01,HNSC,non-glioma,10.7476
TCGA-UF-A719-01,HNSC,non-glioma,8.4633
TCGA-BA-6868-01,HNSC,non-glioma,9.3965
TCGA-CN-4738-01,HNSC,non-glioma,8.1781
TCGA-CN-6010-01,HNSC,non-glioma,8.9276
TCGA-CN-6998-01,HNSC,non-glioma,9.0591
TCGA-CR-5248-01,HNSC,non-glioma,10.2708
TCGA-CR-6480-01,HNSC,non-glioma,9.5013
TCGA-CR-7404-01,HNSC,non-glioma,9.0083
TCGA-CV-6933-01,HNSC,non-glioma,10.4399
TCGA-CV-7097-01,HNSC,non-glioma,7.8978
TCGA-CV-7183-01,HNSC,non-glioma,9.1206
TCGA-CV-A6JN-01,HNSC,non-glioma,12.2137
TCGA-CX-7086-01,HNSC,non-glioma,9.9366
TCGA-MZ-A5BI-01,HNSC,non-glioma,10.2824
TCGA-P3-A6T6-01,HNSC,non-glioma,11.0593
TCGA-T2-A6WZ-01,HNSC,non-glioma,11.4592
TCGA-BB-4224-01,HNSC,non-glioma,11.0562
TCGA-BB-A6UM-01,HNSC,non-glioma,10.606
TCGA-CN-4735-01,HNSC,non-glioma,10.2386
TCGA-CQ-6224-01,HNSC,non-glioma,8.5839
TCGA-CR-7367-01,HNSC,non-glioma,7.0805
TCGA-CV-5440-01,HNSC,non-glioma,7.1483
TCGA-D6-8569-01,HNSC,non-glioma,8.5411
TCGA-DQ-5631-01,HNSC,non-glioma,8.9276
TCGA-HD-7832-01,HNSC,non-glioma,8.8952
TCGA-QK-A6II-01,HNSC,non-glioma,7.5224
TCGA-T3-A92M-01,HNSC,non-glioma,10.2705
TCGA-BA-5153-01,HNSC,non-glioma,9.9619
TCGA-CN-5366-01,HNSC,non-glioma,8.9558
TCGA-CQ-7072-01,HNSC,non-glioma,8.1871
TCGA-CR-5243-01,HNSC,non-glioma,9.676
TCGA-CR-6474-01,HNSC,non-glioma,9.5038
TCGA-CV-6941-01,HNSC,non-glioma,9.7375
TCGA-F7-A61W-01,HNSC,non-glioma,10.4752
TCGA-MZ-A7D7-01,HNSC,non-glioma,10.1581
TCGA-TN-A7HJ-01,HNSC,non-glioma,9.3073
TCGA-BA-A8YP-01,HNSC,non-glioma,9.3849
TCGA-BB-4228-01,HNSC,non-glioma,11.0567
TCGA-CN-A63U-01,HNSC,non-glioma,5.7087
TCGA-CR-6487-01,HNSC,non-glioma,9.8738
TCGA-CV-5976-01,HNSC,non-glioma,10.1136
TCGA-CV-7243-01,HNSC,non-glioma,10.0985
TCGA-D6-6823-01,HNSC,non-glioma,9.4381
TCGA-D6-A6ES-01,HNSC,non-glioma,11.3638
TCGA-P3-A6SW-01,HNSC,non-glioma,10.5016
TCGA-UF-A71B-01,HNSC,non-glioma,8.7657
TCGA-BA-A6DG-01,HNSC,non-glioma,8.8548
TCGA-CN-6022-01,HNSC,non-glioma,9.1835
TCGA-CR-7382-01,HNSC,non-glioma,7.894
TCGA-CV-6960-01,HNSC,non-glioma,9.5343
TCGA-CV-7103-01,HNSC,non-glioma,9.8189
TCGA-CV-7406-01,HNSC,non-glioma,9.2291
TCGA-CV-7433-01,HNSC,non-glioma,9.3034
TCGA-IQ-7630-01,HNSC,non-glioma,6.0746
TCGA-P3-A5Q6-01,HNSC,non-glioma,9.6611
TCGA-P3-A5QE-01,HNSC,non-glioma,9.8458
TCGA-P3-A5QF-01,HNSC,non-glioma,10.5931
TCGA-P3-A6T3-01,HNSC,non-glioma,8.7863
TCGA-T2-A6X0-01,HNSC,non-glioma,9.5095
TCGA-BB-4223-01,HNSC,non-glioma,10.18
TCGA-CN-5363-01,HNSC,non-glioma,7.1106
TCGA-CR-5247-01,HNSC,non-glioma,7.272
TCGA-CV-6959-01,HNSC,non-glioma,9.188
TCGA-CV-A464-01,HNSC,non-glioma,10.4237
TCGA-DQ-7596-01,HNSC,non-glioma,8.7162
TCGA-F7-8489-01,HNSC,non-glioma,10.0214
TCGA-BA-5149-01,HNSC,non-glioma,8.3032
TCGA-BA-6872-01,HNSC,non-glioma,10.6111
TCGA-BB-A5HU-01,HNSC,non-glioma,9.6385
TCGA-CN-6988-01,HNSC,non-glioma,9.5477
TCGA-CN-A641-01,HNSC,non-glioma,9.2488
TCGA-CR-6481-01,HNSC,non-glioma,9.6189
TCGA-CV-A45X-01,HNSC,non-glioma,9.5684
TCGA-CX-7219-01,HNSC,non-glioma,8.8057
TCGA-F7-7848-01,HNSC,non-glioma,9.5589
TCGA-F7-A620-01,HNSC,non-glioma,8.1987
TCGA-BA-A4II-01,HNSC,non-glioma,9.8733
TCGA-CV-A45R-01,HNSC,non-glioma,10.3315
TCGA-CR-7372-01,HNSC,non-glioma,9.1617
TCGA-P3-A6T2-01,HNSC,non-glioma,6.1307
TCGA-BA-A6DD-01,HNSC,non-glioma,10.4564
TCGA-CR-7397-01,HNSC,non-glioma,8.965
TCGA-D6-A6EO-01,HNSC,non-glioma,4.705
TCGA-IQ-A61O-01,HNSC,non-glioma,9.829
TCGA-CR-7385-01,HNSC,non-glioma,9.5222
TCGA-CV-A468-01,HNSC,non-glioma,10.0291
TCGA-UF-A7JC-01,HNSC,non-glioma,9.4282
TCGA-CV-6945-01,HNSC,non-glioma,9.6053
TCGA-KU-A6H8-01,HNSC,non-glioma,10.1008
TCGA-P3-A5QA-01,HNSC,non-glioma,9.9889
TCGA-CN-A6V7-01,HNSC,non-glioma,9.9063
TCGA-CQ-7065-01,HNSC,non-glioma,9.122
TCGA-BA-4076-01,HNSC,non-glioma,8.4233
TCGA-CV-7090-01,HNSC,non-glioma,8.9975
TCGA-CN-5365-01,HNSC,non-glioma,9.0122
TCGA-CR-6470-01,HNSC,non-glioma,9.6048
TCGA-CV-7440-01,HNSC,non-glioma,10.1839
TCGA-CV-7180-01,HNSC,non-glioma,10.1046
TCGA-MT-A51X-01,HNSC,non-glioma,8.8649
TCGA-BA-6873-01,HNSC,non-glioma,9.9195
TCGA-CV-5979-01,HNSC,non-glioma,5.3538
TCGA-CV-A465-01,HNSC,non-glioma,10.0648
TCGA-CN-4737-01,HNSC,non-glioma,6.8609
TCGA-CN-5369-01,HNSC,non-glioma,9.0513
TCGA-CV-7095-01,HNSC,non-glioma,6.1119
TCGA-CV-7438-01,HNSC,non-glioma,9.3523
TCGA-CV-A45V-01,HNSC,non-glioma,10.073
TCGA-CN-6018-01,HNSC,non-glioma,7.6501
TCGA-CV-7099-01,HNSC,non-glioma,9.9872
TCGA-MT-A67A-01,HNSC,non-glioma,10.6089
TCGA-CV-7177-01,HNSC,non-glioma,9.3502
TCGA-CV-A45P-01,HNSC,non-glioma,5.7183
TCGA-CV-A463-01,HNSC,non-glioma,8.0526
TCGA-CV-A6JD-01,HNSC,non-glioma,10.774
TCGA-D6-6515-01,HNSC,non-glioma,9.0171
TCGA-RS-A6TO-01,HNSC,non-glioma,7.9122
TCGA-CQ-7068-01,HNSC,non-glioma,6.3118
TCGA-CR-7395-01,HNSC,non-glioma,8.1737
TCGA-CV-6940-01,HNSC,non-glioma,8.6614
TCGA-CV-6953-01,HNSC,non-glioma,9.8052
TCGA-CN-4740-01,HNSC,non-glioma,9.9141
TCGA-CR-7383-01,HNSC,non-glioma,9.7545
TCGA-CV-6948-01,HNSC,non-glioma,10.2079
TCGA-HD-A6HZ-01,HNSC,non-glioma,9.1185
TCGA-P3-A6T5-01,HNSC,non-glioma,10.3094
TCGA-QK-A64Z-01,HNSC,non-glioma,9.4336
TCGA-UF-A7JO-01,HNSC,non-glioma,7.0395
TCGA-CQ-A4CG-01,HNSC,non-glioma,7.9005
TCGA-CR-7379-01,HNSC,non-glioma,6.6158
TCGA-CQ-7069-01,HNSC,non-glioma,9.1737
TCGA-CV-7236-01,HNSC,non-glioma,8.6965
TCGA-CV-7425-01,HNSC,non-glioma,5.5614
TCGA-CX-7085-01,HNSC,non-glioma,9.0352
TCGA-CQ-7071-01,HNSC,non-glioma,9.3387
TCGA-CQ-A4CE-01,HNSC,non-glioma,7.6051
TCGA-CV-5442-01,HNSC,non-glioma,7.9274
TCGA-CV-7102-01,HNSC,non-glioma,9.475
TCGA-H7-7774-01,HNSC,non-glioma,8.2028
TCGA-CV-6955-01,HNSC,non-glioma,6.8788
TCGA-CV-7413-01,HNSC,non-glioma,10.443
TCGA-CQ-5331-01,HNSC,non-glioma,9.5333
TCGA-CV-6942-01,HNSC,non-glioma,8.0883
TCGA-CV-7427-01,HNSC,non-glioma,9.6216
TCGA-T2-A6WX-01,HNSC,non-glioma,9.5372
TCGA-C9-A47Z-01,HNSC,non-glioma,5.0228
TCGA-CR-7370-01,HNSC,non-glioma,7.0528
TCGA-UF-A7JT-01,HNSC,non-glioma,7.5467
TCGA-CQ-6228-01,HNSC,non-glioma,7.8576
TCGA-BA-A6DE-01,HNSC,non-glioma,9.6244
TCGA-CN-4736-01,HNSC,non-glioma,8.5382
TCGA-CR-7388-01,HNSC,non-glioma,10.0617
TCGA-BB-8596-01,HNSC,non-glioma,8.8231
TCGA-CQ-5330-01,HNSC,non-glioma,9.6649
TCGA-CV-7238-01,HNSC,non-glioma,8.0187
TCGA-CV-A45Q-01,HNSC,non-glioma,7.3205
TCGA-KU-A66S-01,HNSC,non-glioma,10.6601
TCGA-CR-6488-01,HNSC,non-glioma,9.676
TCGA-IQ-7632-01,HNSC,non-glioma,9.9591
TCGA-CR-6484-01,HNSC,non-glioma,9.3204
TCGA-CR-7374-01,HNSC,non-glioma,9.2042
TCGA-CR-7392-01,HNSC,non-glioma,7.8391
TCGA-CV-7407-01,HNSC,non-glioma,8.4558
TCGA-F7-A50J-01,HNSC,non-glioma,10.2401
TCGA-CR-6478-01,HNSC,non-glioma,9.6258
TCGA-CV-6934-01,HNSC,non-glioma,9.393
TCGA-UF-A7JA-01,HNSC,non-glioma,9.724
TCGA-CV-6952-01,HNSC,non-glioma,9.5964
TCGA-D6-A6EM-01,HNSC,non-glioma,11.5173
TCGA-QK-A6IH-01,HNSC,non-glioma,10.2001
TCGA-CV-7178-01,HNSC,non-glioma,9.0626
TCGA-CV-7411-01,HNSC,non-glioma,6.2503
TCGA-CV-A45T-01,HNSC,non-glioma,9.9161
TCGA-D6-6826-01,HNSC,non-glioma,9.0982
TCGA-CN-4731-01,HNSC,non-glioma,10.918
TCGA-CN-6021-01,HNSC,non-glioma,9.1562
TCGA-CV-5966-01,HNSC,non-glioma,7.3329
TCGA-CV-7248-01,HNSC,non-glioma,9.1705
TCGA-CV-5973-01,HNSC,non-glioma,5.5771
TCGA-CV-7252-01,HNSC,non-glioma,9.1725
TCGA-QK-A6VC-01,HNSC,non-glioma,10.5355
TCGA-UF-A7JV-01,HNSC,non-glioma,8.1129
TCGA-BB-A6UO-01,HNSC,non-glioma,10.4372
TCGA-CN-A498-01,HNSC,non-glioma,6.4572
TCGA-CQ-5327-01,HNSC,non-glioma,5.706
TCGA-CV-7104-01,HNSC,non-glioma,8.8815
TCGA-CV-A6JU-01,HNSC,non-glioma,11.9054
TCGA-HD-8635-01,HNSC,non-glioma,9.0736
TCGA-IQ-A6SG-01,HNSC,non-glioma,8.9633
TCGA-BA-6870-01,HNSC,non-glioma,10.6472
TCGA-CN-5367-01,HNSC,non-glioma,9.5782
TCGA-CN-A499-01,HNSC,non-glioma,10.2444
TCGA-CR-7399-01,HNSC,non-glioma,10.3739
TCGA-CV-7242-01,HNSC,non-glioma,10.4519
TCGA-CV-7422-01,HNSC,non-glioma,6.4524
TCGA-IQ-7631-01,HNSC,non-glioma,10.8205
TCGA-MT-A67F-01,HNSC,non-glioma,10.0016
TCGA-QK-A8Z8-01,HNSC,non-glioma,9.8997
TCGA-CQ-7063-01,HNSC,non-glioma,9.3756
TCGA-BA-5556-01,HNSC,non-glioma,9.2684
TCGA-CN-6996-01,HNSC,non-glioma,9.1349
TCGA-CV-7435-01,HNSC,non-glioma,7.7537
TCGA-CN-5374-01,HNSC,non-glioma,10.6898
TCGA-CR-6477-01,HNSC,non-glioma,9.0714
TCGA-CN-5373-01,HNSC,non-glioma,8.3682
TCGA-D6-6827-01,HNSC,non-glioma,9.9271
TCGA-IQ-A61E-01,HNSC,non-glioma,8.6969
TCGA-KU-A6H7-01,HNSC,non-glioma,9.2501
TCGA-UF-A71D-01,HNSC,non-glioma,9.3334
TCGA-CR-7398-01,HNSC,non-glioma,9.3089
TCGA-CV-5978-01,HNSC,non-glioma,8.708
TCGA-KU-A66T-01,HNSC,non-glioma,7.7137
TCGA-CQ-6218-01,HNSC,non-glioma,10.03
TCGA-DQ-5625-01,HNSC,non-glioma,8.8955
TCGA-MT-A51W-01,HNSC,non-glioma,9.8669
TCGA-HD-8634-01,HNSC,non-glioma,8.3167
TCGA-CV-6003-01,HNSC,non-glioma,9.5892
TCGA-CN-4742-01,HNSC,non-glioma,6.0859
TCGA-CN-A63W-01,HNSC,non-glioma,10.4123
TCGA-P3-A6T0-01,HNSC,non-glioma,5.5505
TCGA-CQ-5329-01,HNSC,non-glioma,10.1048
TCGA-C9-A480-01,HNSC,non-glioma,9.8818
TCGA-CR-7371-01,HNSC,non-glioma,9.4021
TCGA-DQ-5624-01,HNSC,non-glioma,10.1705
TCGA-BA-5557-01,HNSC,non-glioma,8.5543
TCGA-BA-A6DA-01,HNSC,non-glioma,7.155
TCGA-HD-A4C1-01,HNSC,non-glioma,9.0068
TCGA-CR-7391-01,HNSC,non-glioma,9.1416
TCGA-CR-5249-01,HNSC,non-glioma,9.2542
TCGA-H7-A6C4-01,HNSC,non-glioma,8.5792
TCGA-CV-7255-01,HNSC,non-glioma,9.4203
TCGA-CV-7416-01,HNSC,non-glioma,8.3884
TCGA-BA-A6DB-01,HNSC,non-glioma,7.8612
TCGA-V4-A9EE-01,UVM,non-glioma,10.2062
TCGA-VD-AA8N-01,UVM,non-glioma,11.6346
TCGA-V4-A9EI-01,UVM,non-glioma,10.7305
TCGA-VD-AA8O-01,UVM,non-glioma,6.3884
TCGA-WC-A888-01,UVM,non-glioma,11.2447
TCGA-WC-A881-01,UVM,non-glioma,11.323
TCGA-WC-A88A-01,UVM,non-glioma,7.9855
TCGA-YZ-A980-01,UVM,non-glioma,10.8644
TCGA-V4-A9EO-01,UVM,non-glioma,9.8997
TCGA-WC-A87U-01,UVM,non-glioma,11.4187
TCGA-VD-A8KD-01,UVM,non-glioma,10.2061
TCGA-VD-AA8Q-01,UVM,non-glioma,12.4648
TCGA-VD-A8KH-01,UVM,non-glioma,10.7738
TCGA-V4-A9F8-01,UVM,non-glioma,10.9705
TCGA-VD-A8KF-01,UVM,non-glioma,10.0997
TCGA-VD-A8KI-01,UVM,non-glioma,11.6834
TCGA-V4-A9EA-01,UVM,non-glioma,11.8039
TCGA-VD-A8KM-01,UVM,non-glioma,10.8415
TCGA-V4-A9EQ-01,UVM,non-glioma,10.8677
TCGA-VD-AA8M-01,UVM,non-glioma,11.2786
TCGA-WC-A87T-01,UVM,non-glioma,10.1371
TCGA-WC-A880-01,UVM,non-glioma,11.0143
TCGA-V4-A9EL-01,UVM,non-glioma,10.8458
TCGA-WC-A885-01,UVM,non-glioma,11.8497
TCGA-WC-AA9E-01,UVM,non-glioma,9.9089
TCGA-V4-A9F0-01,UVM,non-glioma,11.0382
TCGA-WC-A87Y-01,UVM,non-glioma,10.6954
TCGA-V4-A9ET-01,UVM,non-glioma,11.7726
TCGA-V3-A9ZX-01,UVM,non-glioma,10.3722
TCGA-V4-A9EF-01,UVM,non-glioma,11.1474
TCGA-V3-A9ZY-01,UVM,non-glioma,11.6501
TCGA-VD-A8KK-01,UVM,non-glioma,11.6075
TCGA-V4-A9EH-01,UVM,non-glioma,11.2462
TCGA-V4-A9EM-01,UVM,non-glioma,10.9659
TCGA-VD-A8KJ-01,UVM,non-glioma,10.9337
TCGA-VD-A8KO-01,UVM,non-glioma,10.8341
TCGA-V4-A9E9-01,UVM,non-glioma,11.9481
TCGA-V4-A9E8-01,UVM,non-glioma,11.7837
TCGA-V4-A9ED-01,UVM,non-glioma,11.5902
TCGA-V4-A9F4-01,UVM,non-glioma,10.4106
TCGA-VD-AA8S-01,UVM,non-glioma,11.5873
TCGA-VD-A8K7-01,UVM,non-glioma,9.9873
TCGA-V4-A9EJ-01,UVM,non-glioma,11.327
TCGA-VD-A8KA-01,UVM,non-glioma,10.8765
TCGA-V4-A9F5-01,UVM,non-glioma,11.3652
TCGA-V4-A9EU-01,UVM,non-glioma,10.1132
TCGA-VD-AA8T-01,UVM,non-glioma,10.2812
TCGA-YZ-A982-01,UVM,non-glioma,11.5688
TCGA-V4-A9EZ-01,UVM,non-glioma,11.8028
TCGA-V4-A9F2-01,UVM,non-glioma,11.4989
TCGA-V4-A9F7-01,UVM,non-glioma,9.8979
TCGA-VD-AA8R-01,UVM,non-glioma,11.0118
TCGA-VD-A8KL-01,UVM,non-glioma,11.3042
TCGA-WC-A883-01,UVM,non-glioma,9.1914
TCGA-V4-A9EC-01,UVM,non-glioma,11.8263
TCGA-VD-A8KE-01,UVM,non-glioma,11.1795
TCGA-VD-A8K9-01,UVM,non-glioma,10.7011
TCGA-WC-AA9A-01,UVM,non-glioma,11.4204
TCGA-V4-A9EY-01,UVM,non-glioma,12.1304
TCGA-VD-A8KB-01,UVM,non-glioma,10.711
TCGA-VD-AA8P-01,UVM,non-glioma,10.9055
TCGA-VD-A8KN-01,UVM,non-glioma,11.1126
TCGA-V4-A9EV-01,UVM,non-glioma,10.592
TCGA-WC-A87W-01,UVM,non-glioma,10.6431
TCGA-VD-A8K8-01,UVM,non-glioma,11.1825
TCGA-V4-A9EX-01,UVM,non-glioma,10.5845
TCGA-V4-A9ES-01,UVM,non-glioma,10.2822
TCGA-V4-A9E5-01,UVM,non-glioma,11.7063
TCGA-YZ-A983-01,UVM,non-glioma,11.1152
TCGA-WC-A882-01,UVM,non-glioma,11.1489
TCGA-YZ-A984-01,UVM,non-glioma,11.1014
TCGA-V4-A9F3-01,UVM,non-glioma,10.2732
TCGA-RZ-AB0B-01,UVM,non-glioma,9.94
TCGA-VD-A8KG-01,UVM,non-glioma,11.848
TCGA-V4-A9F1-01,UVM,non-glioma,10.5677
TCGA-V4-A9EW-01,UVM,non-glioma,10.3354
TCGA-YZ-A985-01,UVM,non-glioma,11.0739
TCGA-V4-A9EK-01,UVM,non-glioma,9.9758
TCGA-WC-A884-01,UVM,non-glioma,11.5095
TCGA-L5-A43J-01,ESCA,non-glioma,9.6801
TCGA-L5-A88S-01,ESCA,non-glioma,9.2757
TCGA-L5-A8NU-01,ESCA,non-glioma,10.0203
TCGA-L5-A4OR-01,ESCA,non-glioma,7.4658
TCGA-KH-A6WC-01,ESCA,non-glioma,9.1969
TCGA-L5-A43C-01,ESCA,non-glioma,8.6376
TCGA-L5-A4OE-01,ESCA,non-glioma,6.3555
TCGA-L5-A4OU-01,ESCA,non-glioma,7.5085
TCGA-L5-A8NN-01,ESCA,non-glioma,5.4606
TCGA-2H-A9GQ-01,ESCA,non-glioma,8.3148
TCGA-2H-A9GR-01,ESCA,non-glioma,7.4909
TCGA-L5-A4OI-01,ESCA,non-glioma,8.1771
TCGA-L5-A8NI-01,ESCA,non-glioma,9.3366
TCGA-JY-A6FB-01,ESCA,non-glioma,5.7366
TCGA-JY-A939-01,ESCA,non-glioma,8.6177
TCGA-L5-A43I-01,ESCA,non-glioma,8.5798
TCGA-L5-A4OT-01,ESCA,non-glioma,7.6926
TCGA-L5-A8NE-01,ESCA,non-glioma,8.677
TCGA-L5-A8NG-01,ESCA,non-glioma,9.1118
TCGA-L5-A8NJ-01,ESCA,non-glioma,4.2239
TCGA-LN-A49Y-01,ESCA,non-glioma,9.3931
TCGA-L5-A88Y-01,ESCA,non-glioma,8.0602
TCGA-L5-A8NS-01,ESCA,non-glioma,8.208
TCGA-S8-A6BV-01,ESCA,non-glioma,9.7467
TCGA-JY-A938-01,ESCA,non-glioma,10.1536
TCGA-L5-A43H-01,ESCA,non-glioma,8.5547
TCGA-L5-A4OO-01,ESCA,non-glioma,9.9275
TCGA-L5-A4OQ-01,ESCA,non-glioma,9.8344
TCGA-L5-A8NV-01,ESCA,non-glioma,7.6786
TCGA-2H-A9GL-01,ESCA,non-glioma,7.2682
TCGA-L5-A43E-01,ESCA,non-glioma,8.639
TCGA-V5-AASX-01,ESCA,non-glioma,8.7492
TCGA-LN-A49W-01,ESCA,non-glioma,10.1339
TCGA-VR-A8EQ-01,ESCA,non-glioma,6.2462
TCGA-IG-A3Y9-01,ESCA,non-glioma,8.7462
TCGA-IG-A5B8-01,ESCA,non-glioma,10.214
TCGA-LN-A7HX-01,ESCA,non-glioma,6.0933
TCGA-R6-A8W8-01,ESCA,non-glioma,5.0984
TCGA-V5-AASW-01,ESCA,non-glioma,4.9108
TCGA-IG-A4QS-01,ESCA,non-glioma,9.224
TCGA-L5-A4OH-01,ESCA,non-glioma,8.2317
TCGA-L5-A8NQ-01,ESCA,non-glioma,8.1134
TCGA-LN-A49P-01,ESCA,non-glioma,9.7329
TCGA-R6-A6Y2-01,ESCA,non-glioma,7.5535
TCGA-2H-A9GN-01,ESCA,non-glioma,9.4115
TCGA-LN-A9FR-01,ESCA,non-glioma,7.0094
TCGA-VR-AA7I-01,ESCA,non-glioma,7.9977
TCGA-L5-A8NT-01,ESCA,non-glioma,7.6076
TCGA-X8-AAAR-01,ESCA,non-glioma,9.9061
TCGA-2H-A9GI-01,ESCA,non-glioma,6.731
TCGA-R6-A6L6-01,ESCA,non-glioma,9.4824
TCGA-2H-A9GF-01,ESCA,non-glioma,6.4777
TCGA-L5-A88W-01,ESCA,non-glioma,4.601
TCGA-V5-AASV-01,ESCA,non-glioma,8.6113
TCGA-LN-A49K-01,ESCA,non-glioma,8.9144
TCGA-L5-A4ON-01,ESCA,non-glioma,8.9778
TCGA-L7-A56G-01,ESCA,non-glioma,8.6495
TCGA-LN-A4A6-01,ESCA,non-glioma,8.9864
TCGA-ZR-A9CJ-01,ESCA,non-glioma,10.0714
TCGA-R6-A6XG-01,ESCA,non-glioma,8.6304
TCGA-VR-A8ET-01,ESCA,non-glioma,9.7197
TCGA-IG-A51D-01,ESCA,non-glioma,9.5142
TCGA-L5-A4OF-01,ESCA,non-glioma,9.5828
TCGA-VR-A8EX-01,ESCA,non-glioma,7.8487
TCGA-IG-A3YC-01,ESCA,non-glioma,9.7695
TCGA-IG-A8O2-01,ESCA,non-glioma,10.501
TCGA-L7-A6VZ-01,ESCA,non-glioma,9.3077
TCGA-LN-A49M-01,ESCA,non-glioma,8.633
TCGA-LN-A9FQ-01,ESCA,non-glioma,8.6382
TCGA-IG-A3YB-01,ESCA,non-glioma,9.267
TCGA-JY-A93E-01,ESCA,non-glioma,6.6999
TCGA-LN-A4A3-01,ESCA,non-glioma,9.4685
TCGA-Q9-A6FW-01,ESCA,non-glioma,8.0286
TCGA-IG-A625-01,ESCA,non-glioma,8.4166
TCGA-L5-A4OX-01,ESCA,non-glioma,8.5458
TCGA-L5-A88V-01,ESCA,non-glioma,8.8639
TCGA-LN-A4A1-01,ESCA,non-glioma,10.2142
TCGA-R6-A8W5-01,ESCA,non-glioma,9.5163
TCGA-R6-A8WG-01,ESCA,non-glioma,9.6808
TCGA-VR-A8Q7-01,ESCA,non-glioma,8.7159
TCGA-IC-A6RE-01,ESCA,non-glioma,7.5274
TCGA-LN-A49S-01,ESCA,non-glioma,10.2887
TCGA-LN-A7HW-01,ESCA,non-glioma,8.5221
TCGA-V5-A7RB-01,ESCA,non-glioma,8.9107
TCGA-2H-A9GO-01,ESCA,non-glioma,5.9771
TCGA-IG-A50L-01,ESCA,non-glioma,9.3482
TCGA-IG-A97I-01,ESCA,non-glioma,10.1053
TCGA-LN-A4A9-01,ESCA,non-glioma,9.2753
TCGA-LN-A7HV-01,ESCA,non-glioma,9.3401
TCGA-M9-A5M8-01,ESCA,non-glioma,9.2044
TCGA-R6-A6DN-01,ESCA,non-glioma,9.3195
TCGA-R6-A6XQ-01,ESCA,non-glioma,10.1031
TCGA-VR-AA7D-01,ESCA,non-glioma,9.0651
TCGA-2H-A9GJ-01,ESCA,non-glioma,9.3818
TCGA-L5-A8NF-01,ESCA,non-glioma,9.3565
TCGA-LN-A4A2-01,ESCA,non-glioma,7.3289
TCGA-LN-A4MR-01,ESCA,non-glioma,7.2848
TCGA-LN-A5U5-01,ESCA,non-glioma,9.8211
TCGA-VR-A8EW-01,ESCA,non-glioma,9.739
TCGA-Z6-A8JE-01,ESCA,non-glioma,8.7599
TCGA-Z6-AAPN-01,ESCA,non-glioma,9.963
TCGA-IG-A4QT-01,ESCA,non-glioma,9.3248
TCGA-JY-A6F8-01,ESCA,non-glioma,10.4164
TCGA-L5-A8NL-01,ESCA,non-glioma,9.0051
TCGA-LN-A8HZ-01,ESCA,non-glioma,9.3484
TCGA-R6-A8WC-01,ESCA,non-glioma,3.7163
TCGA-L5-A8NW-01,ESCA,non-glioma,7.9839
TCGA-V5-A7RC-01,ESCA,non-glioma,9.3033
TCGA-IG-A3QL-01,ESCA,non-glioma,9.9274
TCGA-IG-A6QS-01,ESCA,non-glioma,6.1601
TCGA-L5-A8NH-01,ESCA,non-glioma,7.0728
TCGA-LN-A5U6-01,ESCA,non-glioma,9.3148
TCGA-R6-A6Y0-01,ESCA,non-glioma,8.9004
TCGA-VR-A8ER-01,ESCA,non-glioma,7.637
TCGA-XP-A8T6-01,ESCA,non-glioma,9.5635
TCGA-2H-A9GM-01,ESCA,non-glioma,8.9807
TCGA-IG-A3YA-01,ESCA,non-glioma,8.9125
TCGA-JY-A6FH-01,ESCA,non-glioma,9.9034
TCGA-VR-AA4D-01,ESCA,non-glioma,8.7473
TCGA-Z6-A8JD-01,ESCA,non-glioma,9.7101
TCGA-Z6-A9VB-01,ESCA,non-glioma,8.3867
TCGA-LN-A8I0-01,ESCA,non-glioma,10.7448
TCGA-JY-A6FA-01,ESCA,non-glioma,8.4031
